"Year","Species","Elevation","day246","day247","day248","day249","day250","day251","day252","day253","day254","day255","day256","day257","day258","day259","day260","day261","day262","day263","day264","day265","day266","day267","day268","day269","day270","day271","day272","day273","day274","day275","day276","day277","day278","day279","day280","day281","day282","day283","day284","day285","day286","day287","day288","day289","day290","day291","day292","day293","day294","day295","day296","day297","day298","day299","day300","day301","day302","day303","day304","day305","day306","day307","day308","day309","day310"
"1997","YB","2200","4.40","4.60","4.80","5.00","5.20","5.40","5.60","5.80","6.00","6.20","6.40","6.60","6.80","7.00","10.50","14.10","17.60","21.10","24.70","28.20","31.70","35.20","38.80","42.30","45.80","49.40","52.90","56.40","60.00","55.40","50.70","46.10","41.50","36.90","32.20","27.60","23.00","18.40","13.80","9.20","4.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1998","YB","2200","0.90","1.80","2.70","3.50","4.40","5.20","6.10","7.00","7.80","8.70","9.50","10.40","11.30","12.10","13.00","16.50","19.90","23.40","26.80","30.30","33.70","37.20","40.60","38.40","36.10","33.90","31.70","29.50","27.20","25.00","23.00","20.90","18.90","16.90","14.90","12.80","10.80","9.00","7.20","5.40","3.60","1.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1999","YB","2200","0.70","1.40","2.20","2.90","3.60","3.80","4.00","4.10","4.30","4.50","4.70","4.90","5.00","5.20","5.40","5.60","5.80","6.00","10.60","15.20","19.80","24.40","29.00","33.60","38.20","42.80","47.40","43.20","39.10","34.90","30.70","26.60","22.40","18.20","15.80","13.50","11.10","8.70","6.40","4.00","3.40","2.90","2.30","1.70","1.20","0.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2000","YB","2200","0.40","0.90","1.30","1.70","2.20","2.60","3.00","3.40","3.90","4.30","4.70","5.20","5.00","4.80","4.50","4.30","4.10","3.90","3.70","3.40","3.20","3.00","2.80","2.60","5.90","9.30","12.60","16.00","19.30","22.60","26.00","24.70","23.40","22.10","20.80","19.60","18.30","17.00","15.70","14.40","12.80","11.30","9.70","8.10","6.60","5.00","4.20","3.30","2.50","1.70","0.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2001","YB","2200","0.30","0.70","1.00","1.40","1.70","2.00","2.40","2.70","3.10","3.40","3.30","3.20","3.10","3.00","2.90","2.70","2.60","4.60","6.50","8.50","10.50","12.50","14.40","16.40","22.30","28.30","34.20","40.20","46.10","52.00","58.00","49.60","41.30","32.90","24.50","16.20","7.80","8.00","8.20","8.40","8.60","8.80","9.00","7.50","6.00","4.50","3.00","1.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2002","YB","2200","1.00","2.00","3.00","4.00","5.00","6.00","7.00","8.00","7.60","7.20","6.80","6.40","6.10","5.70","5.30","4.90","4.50","4.10","3.70","3.30","2.90","2.60","2.80","3.10","3.30","3.50","3.80","4.00","4.20","6.50","8.90","11.20","13.60","15.90","18.20","20.60","19.40","18.10","16.90","15.60","14.40","13.20","11.90","10.70","9.40","9.00","8.60","8.20","7.80","7.40","6.30","5.30","4.20","3.20","2.10","1.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2003","YB","2200","1.40","2.80","4.20","4.00","3.80","3.70","3.50","3.30","3.10","2.90","2.80","2.60","2.40","2.20","2.00","1.80","1.90","2.00","2.10","2.20","2.30","2.40","2.50","2.60","5.10","7.50","10.00","12.40","14.90","17.40","19.80","22.40","25.10","27.70","30.40","33.00","29.40","25.70","22.10","18.40","14.80","11.20","7.50","3.90","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2004","YB","2200","0.50","1.10","1.60","2.10","2.70","3.20","3.40","3.70","3.90","4.10","4.40","4.60","4.80","5.00","5.30","5.50","5.70","6.00","6.20","6.40","10.20","14.00","17.70","21.50","25.30","29.10","32.90","36.60","40.40","38.20","36.00","33.80","31.60","29.40","29.20","29.00","28.80","28.60","28.40","28.20","28.00","24.00","20.10","16.10","12.10","8.20","4.20","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2005","YB","2200","0.40","0.90","1.30","1.70","2.20","2.60","3.00","3.40","3.90","4.30","4.70","5.20","5.60","6.00","6.30","6.60","6.90","7.20","7.50","7.70","8.00","7.30","6.70","6.00","5.40","4.70","4.00","3.40","13.60","23.80","34.00","44.20","54.40","64.60","56.00","47.30","38.70","30.10","21.50","12.80","4.20","5.70","7.10","8.60","10.00","11.50","13.00","14.40","12.40","10.30","8.30","6.30","4.30","2.20","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2006","YB","2200","0.80","1.60","2.40","3.20","4.00","4.60","5.20","5.80","6.40","7.00","7.60","8.20","8.80","8.90","9.00","9.10","9.20","9.40","9.50","9.60","10.90","12.20","13.50","14.80","16.10","17.40","18.70","20.00","21.30","22.60","18.40","14.10","9.90","5.60","5.00","4.50","3.90","3.40","2.80","2.20","1.70","1.10","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2007","YB","2200","0.40","0.70","1.10","1.40","1.80","2.10","2.50","2.80","3.20","3.50","3.90","4.20","4.70","5.10","5.60","6.10","6.60","7.00","10.40","13.90","17.30","20.80","24.20","24.00","23.90","23.70","23.50","23.40","23.20","23.90","24.70","25.40","26.10","26.90","27.60","28.30","29.00","26.90","24.90","22.80","20.70","18.70","16.60","14.50","12.40","10.30","8.20","6.20","4.10","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2008","YB","2200","1.10","2.10","3.20","4.20","3.90","3.70","3.40","3.20","2.90","2.60","2.40","2.90","3.50","4.00","4.60","5.10","5.60","6.20","6.70","7.30","7.80","11.40","15.00","18.50","22.10","25.70","29.30","32.90","36.40","35.30","34.30","33.20","32.10","31.10","30.00","28.80","27.50","26.30","25.10","23.90","22.60","21.40","20.20","16.90","13.50","10.20","6.90","3.60","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2009","YB","2200","0.20","0.40","0.60","0.80","0.90","1.10","1.30","1.50","1.70","1.80","2.00","2.20","2.40","2.60","4.20","5.70","7.30","8.90","10.50","12.00","13.60","15.60","17.70","19.70","21.70","23.80","25.80","27.80","26.90","25.90","25.00","24.10","23.20","22.20","21.30","20.40","18.30","16.30","14.20","12.10","10.10","8.00","6.90","5.80","4.70","3.60","2.50","1.30","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2010","YB","2200","2.60","2.50","2.40","2.30","2.20","2.10","1.90","1.80","2.70","3.50","4.40","5.30","6.20","7.00","8.10","9.30","10.40","11.50","12.70","13.80","15.20","16.50","17.90","19.30","20.70","22.00","23.40","21.00","18.50","16.10","13.60","11.20","8.70","6.30","3.80","6.50","9.20","11.80","14.50","17.20","14.80","12.50","10.10","7.70","5.40","3.00","2.60","2.20","1.90","1.50","1.10","0.70","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2011","YB","2200","3.30","3.50","3.70","3.90","4.00","4.20","4.40","4.50","4.70","4.90","5.00","5.20","5.00","4.80","4.60","4.40","4.20","4.00","3.80","3.60","4.90","6.10","7.40","8.70","10.00","11.20","12.80","14.30","15.90","17.40","19.00","18.90","18.80","18.80","18.70","18.60","18.50","18.40","18.40","15.40","12.30","9.30","6.30","3.30","0.20","0.20","0.10","0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2012","YB","2200","1.10","2.20","3.20","4.30","5.40","5.50","5.60","5.70","5.80","6.00","6.10","6.20","6.00","5.70","5.50","5.20","5.00","4.70","4.50","4.20","7.00","9.90","12.70","15.50","18.40","21.20","24.00","30.00","36.00","42.00","48.00","54.00","47.80","41.70","35.50","29.30","23.20","17.00","14.00","11.00","8.00","5.40","2.80","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2013","YB","2200","2.40","2.40","2.50","2.50","2.50","2.60","2.60","2.60","2.60","4.30","5.90","7.60","9.20","10.90","12.50","14.20","15.80","17.50","19.10","20.80","22.40","24.00","24.60","25.20","25.80","26.40","27.00","27.60","28.20","28.80","29.40","22.80","16.10","9.50","2.80","2.20","1.50","0.90","0.20","0.20","0.10","0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1991","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1992","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1993","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1994","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1995","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1996","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1997","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1998","YB","2600","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1999","YB","2600","1.00","2.10","3.10","4.20","5.20","5.50","5.70","6.00","6.20","6.50","6.80","7.00","7.30","7.50","7.80","8.10","8.30","8.60","14.70","20.70","26.80","32.90","39.00","45.00","51.10","57.20","63.20","59.20","55.30","51.30","47.30","43.40","39.40","35.40","30.10","24.90","19.60","14.30","9.10","3.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2000","YB","2600","0.20","0.30","0.50","0.60","0.80","0.90","1.10","1.20","1.40","1.50","1.70","1.80","3.30","4.70","6.20","7.60","9.10","10.50","12.00","13.40","14.90","16.30","17.80","19.20","23.10","27.00","30.90","34.80","38.80","42.70","46.60","41.70","36.80","31.90","27.00","22.10","17.10","12.20","7.30","2.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2001","YB","2600","0.40","0.80","1.30","1.70","2.10","2.50","2.90","3.40","3.80","4.20","4.30","4.50","4.60","4.80","4.90","5.00","5.20","8.10","11.00","13.90","16.80","19.80","22.70","25.60","31.30","37.00","42.70","48.40","54.20","59.90","65.60","60.30","54.90","49.60","44.30","39.00","33.60","28.20","22.70","17.30","11.90","6.50","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2002","YB","2600","0.70","1.30","2.00","2.60","3.30","3.90","4.60","5.20","5.90","6.50","7.20","7.90","8.60","9.20","9.90","10.60","11.20","11.90","12.60","13.20","13.90","14.60","15.60","16.70","17.70","18.70","19.80","20.80","21.80","24.20","26.70","29.10","31.50","34.00","36.40","38.80","36.00","33.20","30.30","27.50","24.70","21.90","19.10","16.20","13.40","11.10","8.80","6.40","4.10","1.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2003","YB","2600","0.90","1.70","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.60","2.60","5.20","7.70","10.30","12.80","15.40","17.90","20.50","23.00","26.40","29.80","33.20","36.60","40.00","43.40","46.80","44.00","41.30","38.50","35.80","33.00","29.30","25.70","22.00","18.30","14.70","11.00","7.30","3.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2004","YB","2600","0.30","0.60","0.90","1.20","1.50","1.80","2.40","3.00","3.60","4.20","4.80","5.30","5.90","6.50","7.10","7.70","8.30","8.90","9.50","10.00","15.60","21.20","26.80","32.40","38.00","43.60","49.20","54.80","60.40","51.40","42.40","33.40","24.40","15.40","13.50","11.60","9.70","7.80","5.90","3.90","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2005","YB","2600","0.40","0.90","1.30","1.70","2.20","2.60","3.00","3.40","3.90","4.30","4.70","5.20","5.60","6.00","6.30","6.50","6.80","7.00","7.30","7.60","7.80","11.50","15.20","18.90","22.60","26.40","30.10","33.80","38.10","42.50","46.80","51.10","55.50","59.80","51.80","43.80","35.80","27.80","19.80","11.80","3.80","3.30","2.80","2.30","1.80","1.30","0.70","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2006","YB","2600","0.80","1.70","2.50","3.40","4.20","4.80","5.30","5.90","6.40","7.00","7.50","8.10","8.60","9.30","10.00","10.70","11.40","12.20","12.90","13.60","14.20","14.80","15.50","16.10","16.70","17.30","17.90","18.60","19.20","19.80","14.90","9.90","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2007","YB","2600","0.20","0.40","0.70","0.90","1.10","1.30","1.50","1.80","2.00","2.20","2.40","2.60","3.20","3.80","4.40","5.00","5.60","6.20","15.20","24.10","33.10","42.00","51.00","48.00","45.00","42.00","39.00","36.00","33.00","31.40","29.80","28.20","26.60","25.00","23.40","21.80","20.20","16.90","13.50","10.20","6.90","3.60","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2008","YB","2600","0.70","1.30","2.00","2.60","2.50","2.40","2.40","2.30","2.20","2.10","2.00","2.00","1.90","1.80","3.20","4.50","5.90","7.30","8.70","10.00","11.40","17.10","22.80","28.40","34.10","39.80","45.50","51.20","56.80","53.60","50.40","47.20","44.00","40.80","37.60","33.90","30.20","26.60","22.90","19.20","15.50","11.80","8.20","6.80","5.50","4.10","2.70","1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2009","YB","2600","0.10","0.20","0.50","0.70","1.00","1.30","1.60","1.80","2.10","2.40","2.60","2.90","3.20","3.40","4.70","6.10","7.40","8.80","10.10","11.40","12.80","16.10","19.50","22.80","26.20","29.50","32.80","36.20","35.60","34.90","34.30","33.70","33.10","32.40","31.80","31.20","26.20","21.10","16.10","11.10","6.10","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2010","YB","2600","4.40","4.10","3.80","3.50","3.20","3.00","2.70","2.40","2.40","2.50","2.50","2.50","2.60","2.60","6.30","10.00","13.70","17.40","21.10","24.80","29.30","33.80","38.30","42.80","47.40","51.90","56.40","49.40","42.30","35.30","28.30","21.30","14.20","7.20","0.20","0.20","0.10","0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2011","YB","2600","0.90","1.00","1.20","1.30","1.40","1.60","1.70","1.90","2.00","2.10","2.30","2.40","2.80","3.30","3.70","4.10","4.60","5.00","5.40","5.80","10.70","15.60","20.50","25.40","30.30","35.20","36.40","37.60","38.80","40.00","41.20","37.10","32.90","28.80","24.60","20.50","16.30","12.20","8.00","6.70","5.30","4.00","2.70","1.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2012","YB","2600","1.20","2.40","3.60","4.80","6.00","5.50","5.00","4.50","4.00","3.60","3.10","2.60","3.10","3.50","4.00","4.40","4.90","5.30","5.80","6.20","13.10","20.00","26.90","33.80","40.70","47.50","54.40","59.30","64.20","69.20","74.10","79.00","67.00","55.00","43.00","31.00","19.00","7.00","4.70","2.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2013","YB","2600","1.00","1.20","1.40","1.60","1.80","2.00","2.20","2.40","2.60","4.70","6.80","8.90","11.00","13.20","15.30","17.40","19.50","21.60","23.70","25.80","27.90","30.00","32.30","34.70","37.00","39.30","41.70","44.00","46.30","48.60","51.00","38.30","25.60","12.90","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1991","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1992","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1993","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1994","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1995","RMP","1400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1996","RMP","1400","1.30","2.70","4.00","5.30","6.50","7.80","9.00","10.20","11.50","12.70","13.90","15.10","16.40","17.60","18.80","20.10","21.30","23.50","25.70","28.00","30.20","32.40","34.60","36.80","39.10","41.30","44.20","47.00","49.90","52.70","55.60","58.50","61.30","64.50","67.60","70.80","74.00","77.20","80.30","83.50","81.60","79.70","77.70","75.80","73.90","72.00","59.80","47.60","35.40","23.20","11.00","8.80","6.60","4.40","2.20","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1997","RMP","1400","5.30","7.00","8.80","10.50","12.20","14.00","15.70","17.40","19.10","20.90","22.60","24.30","26.10","27.80","29.40","30.90","32.50","34.10","35.70","37.20","38.80","40.40","41.90","43.50","45.10","46.60","48.20","49.80","51.30","57.80","64.20","70.70","77.20","83.70","90.10","78.30","66.60","54.80","43.10","31.30","19.50","7.80","6.50","5.20","3.90","2.60","1.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1998","RMP","1400","5.70","11.30","14.30","17.30","20.20","23.20","26.20","29.20","32.20","35.10","38.10","41.10","44.10","47.10","50.00","50.40","50.80","51.20","51.60","52.10","52.50","52.90","53.30","56.40","59.40","62.50","65.60","68.70","71.70","74.80","75.50","76.20","76.90","77.60","78.40","79.10","79.80","67.80","55.70","43.70","31.60","19.60","7.50","6.30","5.00","3.80","2.50","1.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"1999","RMP","1400","3.30","6.50","9.80","13.00","16.30","17.50","18.60","19.80","20.90","22.10","23.20","24.40","25.50","26.70","27.80","29.00","30.10","31.30","33.70","36.00","38.40","40.70","43.10","45.50","47.80","50.20","52.50","53.60","54.70","55.80","56.90","58.10","59.20","60.30","65.30","70.20","75.20","80.10","85.10","90.00","79.50","69.10","58.60","48.20","37.70","27.20","16.80","11.20","5.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
"2000","RMP","1400","1.40","2.80","4.10","5.50","6.90","8.30","9.70","11.00","12.40","13.80","15.20","16.50","18.80","21.10","23.30","25.60","27.90","30.20","32.50","34.70","37.00","39.30","41.60","43.80","47.00","50.20","53.40","56.60","59.90","63.10","66.30","68.10","69.90","71.70","73.50","75.30","77.10","78.90","80.70","82.50","78.30","74.10","69.90","65.70","61.50","57.30","47.80","38.30","28.80","19.30","9.80","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","0.0","0.0","0.0"
